category,img_src
chilled_meats,https://aldprdproductimages.azureedge.net/media/resized\$Aldi_GB\14.09.21\4088600003863_0_XL.jpg
chilled_meats,https://aldprdproductimages.azureedge.net/media/resized\$Aldi_GB\29.03.22\4088600003429_0_XL.jpg
chilled_meats,https://aldprdproductimages.azureedge.net/media/resized\$Aldi_GB\14.04.22\4088600090825_0_XL.jpg
chilled_meats,https://aldprdproductimages.azureedge.net/media/resized\$Aldi_GB\01.06.22\4088600033860_0_XL.jpg
chilled_meats,https://aldprdproductimages.azureedge.net/media/resized\$Aldi_GB\25.11.21\4088600017730_0_XL.jpg
chilled_meats,https://aldprdproductimages.azureedge.net/media/resized\$Aldi_GB\30.06 URL UPLOAD\4088600170633_0_XL.jpg
chilled_meats,https://aldprdproductimages.azureedge.net/media/resized\$Aldi_GB\29.03.22\4088600003412_0_XL.jpg
chilled_meats,https://aldprdproductimages.azureedge.net/media/resized\$Aldi_GB\29.03.22\4088600188362_0_XL.jpg
chilled_meats,https://aldprdproductimages.azureedge.net/media/resized\$Aldi_GB\08.02.22 AWARD WINNERS\4088600141596_0_XL.jpg
chilled_meats,https://aldprdproductimages.azureedge.net/media/resized\$Aldi_GB\25.11.21\4088600017747_0_XL.jpg
chilled_meats,https://aldprdproductimages.azureedge.net/media/resized\$Aldi_GB\12.01.23\4088600275338_0_XL.jpg
chilled_meats,https://aldprdproductimages.azureedge.net/media/resized\$Aldi_GB\05.08.22\4088600009773_0_XL.jpg
chilled_meats,https://aldprdproductimages.azureedge.net/media/$Aldi_GB/26.07.22/4088600090559_0.jpg
chilled_meats,https://aldprdproductimages.azureedge.net/media/resized\$Aldi_GB\08.02.22\4088600060941_0_XL.jpg
chilled_meats,https://aldprdproductimages.azureedge.net/media/resized\$Aldi_GB\05.08.22\4088600009780_0_XL.jpg
chilled_meats,https://aldprdproductimages.azureedge.net/media/resized\$Aldi_GB\26.09.22\4088600003849_0_XL.jpg
chilled_meats,https://aldprdproductimages.azureedge.net/media/resized\$Aldi_GB\14.09.21(2)\4088600046648_0_XL.jpg
chilled_meats,https://aldprdproductimages.azureedge.net/media/resized\$Aldi_GB\29.04.22\4088600496658_0_XL.jpg
chilled_meats,https://aldprdproductimages.azureedge.net/media/resized\$Aldi_GB\09.02.22 (1)\4088600398358_0_XL.jpg
chilled_meats,https://aldprdproductimages.azureedge.net/media/resized\$Aldi_GB\14.09.21\4088600190105_0_XL.jpg
chilled_meats,https://aldprdproductimages.azureedge.net/media/resized\$Aldi_GB\11.06.21\4088600347479_0_XL.jpg
chilled_meats,https://aldprdproductimages.azureedge.net/media/resized\$Aldi_GB\08.02.22\4088600046662_0_XL.jpg
chilled_meats,https://aldprdproductimages.azureedge.net/media/$Aldi_GB/16.08.22/8719200238398_0.jpg
chilled_meats,https://aldprdproductimages.azureedge.net/media/$Aldi_GB/31.10.22/4088600112442_0.jpg
chilled_meats,https://aldprdproductimages.azureedge.net/media/$Aldi_GB/02.11.22/4088600061733_0.jpg
chilled_meats,https://aldprdproductimages.azureedge.net/media/resized\$Aldi_GB\16.08.22\4088600264844_0_XL.jpg
chilled_meats,https://aldprdproductimages.azureedge.net/media/resized\$Aldi_GB\21.04.23\4061464275140_0_XL.jpg
chilled_meats,https://aldprdproductimages.azureedge.net/media/$Aldi_GB/21.10.22/5000187130946_0.jpg
chilled_meats,https://aldprdproductimages.azureedge.net/media/resized\$Aldi_GB\24.04.23\4088600040684_0_XL.jpg
chilled_meats,https://aldprdproductimages.azureedge.net/media/resized\$Aldi_GB\27.09.21 (2)\4088600011325_0_XL.jpg
chilled_meats,https://aldprdproductimages.azureedge.net/media/resized\$Aldi_GB\14.09.21\4088600032283_0_XL.jpg
chilled_meats,https://aldprdproductimages.azureedge.net/media/resized\$Aldi_GB\14.09.21(2)\4088600158129_0_XL.jpg
chilled_meats,https://aldprdproductimages.azureedge.net/media/resized\$Aldi_GB\02.02.23\4088600231242_0_XL.jpg
chilled_meats,https://aldprdproductimages.azureedge.net/media/resized\$Aldi_GB\19.04.22(1)\4088600510019_0_XL.jpg
chilled_meats,https://aldprdproductimages.azureedge.net/media/resized\$Aldi_GB\12.05.22\3073780918763_0_XL.jpg
chilled_meats,https://aldprdproductimages.azureedge.net/media/resized\$Aldi_GB\14.09.21\4088600011301_0_XL.jpg
chilled_meats,https://aldprdproductimages.azureedge.net/media/resized\$Aldi_GB\18.06.21\4088600041728_0_XL.jpg
chilled_meats,https://aldprdproductimages.azureedge.net/media/resized\$Aldi_GB\14.09.21(2)\4088600296029_0_XL.jpg
chilled_meats,https://aldprdproductimages.azureedge.net/media/resized\$Aldi_GB\31.05.22\4088600316505_0_XL.jpg
chilled_meats,https://aldprdproductimages.azureedge.net/media/resized\$Aldi_GB\08.02.23\4088600551036_0_XL.jpg
